chr	po	NAME	TCGA.A1.A0SK.01A	TCGA.A1.A0SO.01A	TCGA.A2.A04W.01A	TCGA.A2.A0D0.01A	TCGA.A2.A0D1.01A	TCGA.A2.A0EQ.01A	TCGA.A2.A0ET.01A	TCGA.A8.A06N.01A	TCGA.A8.A06Y.01A	TCGA.A8.A06Z.01A	TCGA.A8.A081.01A	TCGA.A8.A083.01A	TCGA.A8.A08J.01A	TCGA.A8.A09X.01A	TCGA.AN.A04D.01A	TCGA.AN.A0FJ.01A	TCGA.AN.A0FV.01A	TCGA.AN.A0FZ.01A	TCGA.AO.A0J2.01A	TCGA.AO.A0J3.01A	TCGA.AO.A0J6.01A	TCGA.AO.A0JC.01A	TCGA.AO.A0JI.01A	TCGA.AO.A0JL.01A	TCGA.AO.A124.01A	TCGA.AO.A125.01A	TCGA.AO.A12B.01A	TCGA.AO.A12D.01A	TCGA.AO.A12H.01A	TCGA.AQ.A04L.01B	TCGA.AR.A0TP.01A	TCGA.AR.A0TR.01A	TCGA.AR.A0TV.01A	TCGA.AR.A1AI.01A	TCGA.AR.A1AS.01A	TCGA.B6.A0I2.01A	TCGA.B6.A0IA.01A	TCGA.B6.A0IC.01A	TCGA.B6.A0RL.01A	TCGA.B6.A0RM.01A	TCGA.B6.A0RS.01A	TCGA.B6.A0X4.01A	TCGA.B6.A0X5.01A	TCGA.BH.A0DL.01A	TCGA.BH.A0E0.01A	TCGA.BH.A0EE.01A	TCGA.BH.A0HW.01A	TCGA.BH.A18N.01A	TCGA.C8.A12L.01A	TCGA.C8.A12M.01A	TCGA.C8.A12P.01A	TCGA.C8.A12U.01A	TCGA.C8.A133.01A	TCGA.D8.A13Y.01A	TCGA.D8.A13Z.01A	TCGA.E2.A14Y.01A	TCGA.E2.A158.01A	TCGA.E2.A15K.06A	TCGA.E2.A15R.01A	TCGA.E2.A1B0.01A
7	44146214	MYL7	-1.226	-1.028	-0.464	-0.8	-1.042	-1.222	0.292	-0.29	0.69	-0.002	-0.759	-1.618	1.038	-1.04	-0.065	-0.343	1.978	0.845	0.072	-0.635	-0.544	-0.213	1.875	-0.271	-0.792	-0.285	-0.077	0.927	-0.976	-0.053	-1.038	-0.596	-0.636	-1.327	-0.395	0.371	5.016	-0.111	-0.177	-0.852	-0.086	3.558	-0.157	-0.37	0.154	-0.083	0.473	-1.075	1.339	-0.41	-0.151	0.084	-0.644	-0.772	1.744	0.707	0.553	-0.719	-0.315	2.142
7	44277514	CAMK2B	2.939	-1.06	-0.866	-0.617	2.553	0.455	1.614	-0.134	1.573	-1.968	0.949	1.41	-0.708	-1.191	1.421	-0.694	2.998	-1.354	-0.337	-0.045	-2.056	-1.805	1.048	-0.441	-0.271	0.941	1.976	-0.725	3.228	1.155	-1.074	0.298	-1.363	-2.297	1.142	-1.498	1.444	3.952	1.24	2.631	-2.147	3.785	2.322	-1.598	1.651	-1.822	1.586	2.719	-0.869	-0.759	-1.172	0.096	3.644	3.761	-0.249	-1.181	1.337	-1.254	1.659	-0.674
7	45177133	RAMP3	-3.014	-1.129	-0.579	-1.437	-0.141	0.676	-0.785	-1.31	-0.7	-0.084	-0.318	-0.306	-0.839	0.309	-0.291	-0.902	-1.908	-0.261	-0.876	0.308	-1.501	1.534	-1.185	0.427	-2.469	0.898	4.085	-0.322	-0.204	-1.525	-2.66	3.228	-0.252	-1.351	-1.403	-0.692	3.814	-1.973	-2.486	-0.859	-0.823	3.151	-1.482	-0.535	-0.446	-0.477	-0.579	3.299	-2.563	-0.224	-0.472	-1.24	-0.15	-2.428	-0.004	-0.286	-1.328	-0.729	1.597	0.031
7	50562050	DDC	5.787	3.114	1.019	1.522	1.505	3.811	0.339	-0.652	-1	0.471	-0.017	-0.709	1.813	3.393	0.03	0.046	9.93	-0.661	1.882	7.575	0.537	-0.569	-0.015	1.588	4.11	-0.765	-0.194	4.426	-0.495	5.09	2.941	0.057	-0.298	1.701	-2.258	1.083	0.283	-1.533	0.384	0.686	-0.037	3.693	1.141	1.727	4.944	3.672	-0.269	-1.225	1.484	0.531	3.423	2.208	0.146	7.396	3.201	2.086	4.558	-0.937	5.894	1.078
7	54590977	VSTM2A	-1.022	-0.346	-1.079	-0.478	-0.949	-0.212	-0.107	-0.765	0.369	-0.291	0.66	0.189	0.892	1.395	0.802	-0.68	-0.747	1.087	0.721	4.337	1.059	0.618	5.816	0.965	-0.085	-1.238	-0.249	0.265	5.897	-0.29	0.247	2.368	-0.266	0.635	-0.099	3.978	0.829	-0.781	-0.835	0.14	-0.461	-0.378	-0.452	-0.011	0.078	0.118	0.18	-0.39	-0.31	0.076	-1.848	0.852	0.349	2.622	-0.337	-0.346	0.134	1.228	3.998	1.425
7	55130225	EGFR	0.275	2.081	1.117	2.033	6.734	5.01	-1.307	-2.562	-0.524	-2.063	0.248	-2.928	-0.13	0.295	1.084	2.526	1.231	-0.644	2.914	-2.243	1.549	-0.693	0.295	2.775	2.467	-2.001	-1.567	1.781	-2.206	0.73	1.984	-1.534	-1.982	1.885	-0.532	3.701	-0.567	-1.489	-2.248	-1.3	0.456	0.616	-1.327	6.391	3.906	2.53	-1.388	-2.026	3.948	-1.475	1.965	-0.585	-2.246	2.186	3.063	3.049	1.854	-2.816	-1.095	2.411
7	72487215	FZD9	0.959	4.581	1.025	3.017	-0.577	-0.512	-0.713	0.784	-0.097	0.069	-1.021	-1.16	-0.473	-0.362	3.205	1.426	0.032	0.341	1.01	-0.806	2.924	-0.423	-0.036	6.344	4.089	-0.834	-0.319	1.158	-0.389	-0.056	6.083	-0.691	-0.18	2.528	-0.748	0.276	0.045	-0.324	-0.991	0.263	0.045	-0.059	-0.437	0.912	1.447	0.706	-0.407	-0.916	-0.422	-0.675	1.849	0.258	0.009	2.117	2.279	0.489	1.075	-0.624	-0.628	1.373
7	72915792	WBSCR28	1.234	-1.817	0.396	-1.268	-1.191	-0.806	0.04	0.756	-0.647	-1.681	0.228	-0.144	1.261	-1.873	0.145	-2.069	-0.173	-2.018	0.623	1.752	1.751	-1.136	-0.939	-0.538	-0.028	0.628	-0.513	-0.343	0.498	-0.115	1.394	0.799	-0.673	0.433	-0.236	-1.274	2.213	0.253	2.681	-1.267	-1.077	1.062	1.448	1.054	0.021	-0.91	-0.175	0.092	-0.602	-0.726	0.302	-0.648	1.145	3.393	-0.1	1.239	-1.601	1.326	2.704	-0.038
7	78202568	MAGI2	0.934	0.668	0.293	-2.866	-0.094	-1.171	1.413	1.358	-0.27	2.375	0.149	1.352	-0.269	-0.037	-1.448	-0.453	-0.057	-1.34	-1.014	2.056	-1.473	-0.804	2.753	-2.073	-0.227	-1.364	3.737	0.745	1.762	0.169	0.06	-1.303	1.251	-2.142	-1.977	-2.208	-0.615	2.484	1.625	0.502	0.025	3.488	0.387	-1.227	-0.927	-0.86	1.381	2.058	-0.283	-1.614	-0.274	0.491	-0.082	1.91	-0.192	-2.484	1.562	-1.09	3.346	-0.447
7	80105554	CD36	-2.798	-0.085	-2.301	-3.505	-0.01	-0.632	-0.087	-2.169	-1.613	0.243	-0.032	-0.067	-0.871	1.952	-2.721	-0.909	-2.034	0.349	-1.31	-0.531	-0.597	1.044	-0.105	-0.644	-1.55	-0.457	0.031	-0.713	-0.88	-2.435	-0.152	-1.125	-0.822	-1.555	-0.607	-1.658	-3.824	-2.994	-2.686	-0.045	0.851	-1.996	1.045	2.747	0.592	-2.114	-0.463	-1.152	-1.112	-0.827	-0.148	-1.308	-1.086	2.62	0.213	0.601	-0.833	-1.58	-1.698	1.514
7	80298196	SEMA3C	-4.217	-5.202	0.386	-0.479	-1.046	-0.891	-1.25	-0.587	-1.105	-1.18	0.411	0.131	-0.348	-1.492	-1.86	1.124	-0.226	-3.598	-0.314	0.063	-1.779	-1.034	1.037	-2.073	-2.026	0.728	-0.188	2.862	0.045	-0.963	-3.086	1.068	-3.786	-1.271	0.595	-2.714	0.254	-0.473	-0.002	2.29	-2.351	-2.162	-0.361	0.09	-2.444	-0.364	0.471	0.354	0.55	0.014	-0.592	0.554	-2.916	-2.395	-1.736	-0.297	-5.109	-0.388	1.248	-0.779
7	82973786	SEMA3E	1.109	-2.428	1.903	-2.67	-1.691	-1.04	-2.042	0.994	1.069	-0.218	1.417	1.813	1.224	0.762	-4.877	1.423	2.276	-3.177	1.879	-4.047	2.309	-0.797	-3.433	-4.019	-3.293	0.502	-0.209	1.492	-3.946	0.026	-4.272	-0.057	-4.364	-6.06	1.405	1.635	1.335	-4.515	-2.996	-1.154	1.618	-3.67	2.984	-1.3	-1.929	0.53	-1.75	-4.241	0.859	-3.878	2.449	-2.971	-3.573	-2.723	-0.535	-2.175	-4.43	-0.572	-2.168	1.356
7	86425822	KIAA1324L	0.392	0.525	-1.88	-4.361	-2.807	-1.446	-1.403	1.45	0.577	1.289	0.597	-1.615	0.347	-1.244	-0.277	-2.399	-0.227	0.466	-2.94	0.617	-3.396	-0.171	1.978	-0.003	0.523	0.623	-0.235	-0.251	1.135	-2.766	-3.098	2.571	-0.946	0.365	-0.999	-2.718	0.394	2.461	1.043	0.574	-0.401	0.342	1.484	-0.08	-1.089	-1.77	1.268	0.609	-1.898	1.007	-2.155	1.376	0.326	1.871	-2.095	-1.535	-1.403	2.061	1.81	-0.758
7	86839967	CROT	-1.782	-1.128	1.042	-1.891	-0.64	-2.123	-0.15	0.077	0.899	-1.401	0.749	-0.01	-1.855	0.766	-0.886	-0.295	-1.671	-0.979	0.643	-1.689	-1.525	-0.868	0.639	-2.594	-0.911	0.895	-0.431	0.955	0.641	3.005	-0.689	0.381	-0.743	-2.704	1.924	-1.679	-0.69	-0.528	-0.731	0.266	-0.406	-1.857	1.996	0.461	-1.411	-1.606	0.462	0.489	-0.175	-1.719	1.493	-1.482	-1.001	-0.335	0.66	-2.753	-1.36	1.876	-0.371	-1.667
7	87758922	STEAP4	-2.747	-1.108	3.047	0.768	-0.978	-0.504	4.488	2.864	1.603	2.398	-1.528	-2.089	-1	0.049	-0.56	-1.198	-1.463	0.06	2.897	1.795	-0.646	0.82	4.228	-1.448	-0.573	0.101	-0.419	3.558	5.426	-1.692	-1.821	4.021	-0.555	-1.433	1.252	3.231	1.01	-0.082	1.371	-0.231	1.353	3.473	0.414	5.423	-0.407	4.381	1.925	-2.2	1.411	-1.256	-1.068	0.752	4.093	-1.495	-1.19	3.37	-1.53	-1.096	-1.474	3.595
7	89589750	DPY19L2P4	0.877	-0.122	-1.001	-1.263	-0.729	-0.655	2.551	2.967	2.83	1.797	-1.496	-0.208	-1.631	-1.053	-0.477	-0.456	-0.357	-1.32	-0.792	0.972	-0.418	-0.424	2.188	-1.448	-0.307	-0.596	2.222	-0.33	3.932	-0.729	0.23	-0.978	0.278	-1.395	-1.153	-1.665	-1.201	0.45	0.206	1.261	-0.579	1.79	-0.627	-1.349	-0.869	0.006	3.396	1.654	-0.704	0.332	-1.249	0.573	0.273	1.755	-1.478	-1.589	0.214	-1.871	2.25	-1.203
7	89626850	STEAP1	-2.387	-0.567	1.41	-1.439	-2.205	-1.787	-1.197	0.352	1.776	-0.261	-0.809	-2.212	-1.314	-2.033	-1.834	0.745	-1.448	-1.987	-1.283	-2.947	0.356	-1.526	3.396	-0.316	-0.324	-1.961	0.947	1.52	-3.224	1.158	-0.075	-0.827	0.002	-0.129	0.587	0.689	-0.582	-0.35	-1.34	-1.687	3.014	-3.087	0.614	0.192	-0.155	0.212	-0.415	-2.621	1.436	0.672	0.572	-3.295	-1.491	-2.813	0.551	-0.289	0.399	-0.447	0.287	0.078
7	89691932	STEAP2	-2.553	-2.717	2.095	-0.791	-2.1	-1.956	0.323	1.705	2.364	0.011	-0.234	0.768	-1.367	0.88	-1.848	-0.91	-1.442	-2.869	-0.543	-4.562	-0.558	-1.207	2.616	-0.513	-0.817	1.495	0.796	1.359	-1.677	2.097	-1.235	1.162	1.215	-1.492	0.63	0.264	1.046	0.841	0.571	-0.383	1.875	-0.996	-0.07	-1.01	0.096	-1.093	0.137	-2.435	-0.001	-1.313	-1.294	-3.53	0.2	-1.648	-1.345	-2.089	-1.01	1.813	1.336	-0.592
7	92606460	SAMD9L	-3.672	-2.32	0.981	0.066	-1.802	0.321	0.951	-0.043	-0.704	-0.88	0.976	0.054	0.202	0.427	-3.012	-1.441	-1.278	-2.264	2.328	-1.658	1.693	1.712	-1.162	-1.416	0.231	-1.966	1.214	2.257	-1.109	-0.281	-3.183	0.568	-0.63	0.837	-2.657	2.48	-2.71	-2.041	0.128	-1.823	-0.35	-2.235	-2.71	1.779	-2.457	1.584	-2.002	-1.591	-0.667	-1.265	0.317	-0.766	0.234	-1.753	1.067	-0.161	-1.63	0.281	-2.661	-0.619
7	93355442	TFPI2	-3.267	-2.264	-0.757	2.672	-1.286	0.456	-1.673	-3.329	2.175	6.163	-1.813	-3.358	-1.728	-0.184	-1.65	-1.65	-2.424	5.014	0.525	-1.756	-1.807	1.114	0.029	-0.744	-1.795	-2.826	-1.937	0.682	-2.769	2.308	-2.392	-0.615	-1.739	-1.031	1.918	3.715	-2.512	-2.6	-2.561	-2.18	-1.168	-1.763	-2.703	-0.076	-1.032	2.275	-1.117	-2.902	2.508	-2.022	-1.421	8.803	-1.951	0.847	-1.363	1.09	-1.892	2.325	-2.075	-0.371
7	93376088	GNGT1	-0.733	-0.293	1.544	-1.044	2.98	4.891	0.312	-0.419	3.742	3.888	2.493	-1.414	-0.445	0.029	-0.973	-0.583	2.824	3.791	0.505	5.015	0.656	0.41	0.343	-0.556	2.27	-0.526	0.056	1.468	-1.54	-0.035	-0.678	0.045	1.997	-1.113	-0.639	0.257	-0.253	-0.11	0.234	0.307	-0.358	-0.022	3.536	5.217	3.604	0.858	0.162	-1.414	-0.605	4.035	-1.295	2.901	-0.665	4.542	-1.316	2.923	-1.325	-0.609	-0.802	-0.582
7	93880144	COL1A2	-2.137	-2.526	0.633	-2.186	-0.131	-0.649	-3.028	-4.428	-1.27	-1.72	-2.428	-1.8	0.713	-0.141	-2.151	-0.867	0.82	0.467	-0.688	-2.932	-2.181	-2.361	-2.137	-0.17	-2.295	-3.837	-2.293	0.524	-2.037	0.27	-2.174	-3.46	-2.028	-1.986	-0.127	-1.765	-0.469	-3.792	-3.588	-1.437	-0.575	-2.168	-0.877	-0.711	-1.91	-2.072	-2.632	-0.721	-0.217	-1.872	0.85	-2.586	-2.693	-0.17	0.46	-0.581	-2.773	-4.057	-0.333	0.429
7	94087964	SGCE	0.333	-0.877	0.714	0.542	-2.471	-2.472	-2.786	0.399	-2.786	0.345	0.256	-2.638	1.116	-0.468	0.643	-0.193	-0.061	-1.238	1.107	-0.026	1.337	-0.132	-1.141	-0.142	0.551	-2.173	-1.915	-0.334	-2.344	-0.947	2.222	-2.06	-2.536	0.29	-1.714	-0.363	-3.753	-4.173	-4.619	-1.415	-1.029	-2.656	-2.514	-2.394	-2.239	-1.931	-2.017	1.426	1.056	-1.061	-0.778	-2.219	-3.206	1.926	-0.844	-2.361	1.77	-3.567	0.6	-0.449
7	94130280	PEG10	-0.432	4.031	2.584	2.731	-2.014	-1.339	-1.417	0.802	-1.58	2.541	1.957	-1.956	3.501	3.453	2.233	0.294	1.898	-1.879	3.485	0.738	1.727	4.174	-1.489	4.898	1.789	2.08	-1.878	-1.693	-1.929	0.511	2.332	-2.102	-1.347	2.665	-2.129	-0.072	-1.523	-1.672	-0.801	-1.51	-2.514	-1.135	-1.62	-1.05	-1.472	-0.978	-1.123	4.404	3.372	-0.192	0.134	-0.694	-1.699	4.577	-2.095	-0.981	1.628	-2.202	3.662	1.674
7	94570404	PPP1R9A	-0.086	0.205	0.257	0.578	-4.659	0.269	0.544	-0.247	0.965	0.699	-5.324	1.281	-0.82	0.384	1.217	1.134	-0.305	-5.079	-1.502	0.836	0.771	-0.838	1.318	0.957	0.773	1.786	-4.084	-0.063	1.112	-1.509	0.973	0.905	-0.021	0.083	0.248	0.695	0.04	-0.527	0.765	-0.051	-3.317	0.782	-4.81	-2.487	0.643	0.989	0.174	1.239	-0.058	-0.542	-1.504	-1.131	0.934	0.432	-0.045	-1.826	1.536	-6.779	1.215	-1.506
7	94845371	PON3	0.484	-0.874	-2.066	-0.35	-2.641	-2.353	-1.35	-2.847	2.312	4.366	-0.858	5.267	-2.39	-2.045	2.59	2.949	3.078	2.834	3.52	-2.287	3.318	-1	-1.19	-0.71	3.44	-2.994	4.442	2.892	3.318	-1.64	1.585	4.173	-3.022	1.789	-1.582	4.116	3.317	-1.066	-2.957	-2.498	1.034	-1.899	-1.751	4.082	1.377	-0.685	-3.158	1.605	-2.007	-2.586	-2.634	-2.627	-2.857	-2.574	2.805	2.471	4.015	-3.123	-2.134	3.009
7	95057302	PDK4	-2.922	-1.304	-1.14	-2.554	-2.244	-1.119	0.91	3.429	-0.333	0.257	-1.637	-1.945	-0.983	0.089	-1.144	-0.316	1.953	0.347	0.149	-1.171	-2.368	1.001	1.667	-0.515	-1.808	-0.584	1.733	-0.711	-2.32	0.245	-1.805	-0.242	-2.199	-2.46	-2.343	-2.766	-0.419	-3.243	-2.404	2.037	-0.627	1.256	-2.611	0.884	0.37	-2.452	1.455	-0.153	-0.354	-1.551	-0.948	-2.463	-1.074	0.736	-1.049	-2.768	-1.707	-1.807	-1.85	0.579
7	95402712	DYNC1I1	4.236	-1.24	0.105	1.592	-1.061	-0.458	-1.188	1.64	-0.716	-0.961	-0.827	-1.298	0.269	-0.018	3.756	3.18	0.873	0.602	-1.232	-0.854	1.126	-1.057	-0.835	2.327	2.667	-1.685	-0.016	0.735	2.134	0.166	4.053	-1.727	-1.03	-1.522	-0.888	-1.484	-1.56	-1.727	-2.622	-0.847	-1.055	-0.844	-0.152	3.123	0.761	-2.341	-0.555	-0.019	-0.66	0.161	0.012	-1.034	-1.034	-0.186	-0.285	3.414	5.513	-1.338	-0.905	-0.196
7	96475756	DLX6	1.899	-0.881	-0.076	4.191	-0.54	0.279	-0.739	-1.132	0.424	-0.784	-0.503	-1.266	0.05	-0.174	4.476	5.643	0.238	-0.292	0.201	-1.415	2.606	0.364	-0.796	4.333	3.752	-0.127	0.034	-0.19	0.119	-0.231	5.292	-0.267	-0.186	-0.766	-0.636	0.844	0.063	0.131	-0.527	0.183	0.31	-0.138	0.501	1	2.351	-0.741	-0.473	-0.371	-0.283	0.686	-0.253	-0.196	-0.039	-0.516	-0.813	0.793	4.101	-0.357	-0.27	-0.874
7	96616426	ACN9	1.456	1.693	0.29	-0.154	1.1	0.684	-1.399	-0.388	0.09	-2.387	-0.767	-1.048	-0.845	1.419	0.858	0.995	0.433	-0.946	-2.632	-3.259	-3.108	-0.213	1.375	0.43	1.912	0.331	-2.628	0.967	-0.1	0.101	0.603	0.311	0.248	-2.037	-2.807	0.732	0.027	-2.048	-0.839	0.502	-1.203	0.121	-3.427	1.162	0.373	0.763	0.822	0.01	0.943	0.684	1.698	1.834	-0.094	0.899	1.074	1.216	1.642	-3.132	-0.845	1.477
7	97203463	TAC1	-0.544	-0.674	-0.391	-0.839	-1.133	-1.273	-0.724	-0.432	0.2	0.072	-1.052	-1.085	-0.489	-0.894	-1.158	-1.171	-0.528	-0.104	-0.577	-0.579	-0.921	-1.061	-0.318	-0.974	-0.354	-0.808	-0.626	0.228	-0.162	-0.634	-0.742	-0.854	-0.77	-1.213	0.104	-0.476	-1.262	-0.594	-0.42	-0.357	-0.169	-0.86	-0.569	-1.001	-0.694	-1.313	-0.729	0.521	-0.959	0.031	-0.542	0.07	-1.128	-1.458	-0.385	-0.831	-1.767	-0.599	0.842	-0.304
7	98090824	NPTX2	6.444	-2.449	2.22	0.242	0.609	-0.616	-2.051	-1.563	-0.347	0.117	-1.865	0.596	1.04	-0.486	-0.559	2.533	2.059	1.2	4.572	-1.637	-0.191	-2.227	-0.367	0.032	-1.522	-3.229	0.124	3.35	0.273	0.846	-0.253	-3.265	0.092	-1.915	0.102	-1.231	0.328	-0.013	-1.317	-2.573	-0.412	-0.108	-1.161	0.16	0.461	1.769	1.028	1.693	0.943	-1.275	1.585	0.629	-1.658	0.853	3.945	-1.443	-1.499	-2.057	0.08	5.527
7	98293828	TMEM130	-2.972	-3.083	1.036	-1.545	-0.045	1.559	-2.23	-2.09	-1.439	-2.273	-1.349	-1.428	0.166	-0.688	-2.337	-1.624	-0.772	-1.474	-0.948	-2.23	1.851	-1.522	-1.002	-1.799	-1.875	-2.837	-2.625	1.57	-0.541	-0.082	-2.069	-1.98	-1.674	-0.336	-1.488	-2.054	-1.863	-1.926	-2.498	-3.081	-0.743	-1.455	-1.485	-1.079	-1.654	-1.027	-1.538	-0.561	-0.204	-1.209	1.099	-1.227	-2.728	1.968	0.228	-1.114	-1.036	-2.513	0.473	-0.463
7	99099652	CYP3A5	-0.236	-0.86	3.289	-0.617	-0.37	0.358	1.608	-1.115	-0.157	0.915	1.806	0.273	5.726	-0.131	-0.481	-1.225	5.994	0.732	-0.254	-0.88	-0.305	0.909	-0.114	-0.416	0.317	4.344	2.142	0.617	-0.586	2.402	-0.471	-0.519	0.556	-1.423	-0.084	0.038	3.84	0.514	0.248	0.443	-0.304	3.669	0.696	0.677	0.169	3.136	-0.768	-0.886	7.291	-0.462	3.757	-0.702	0.248	3.257	4.075	-0.042	-0.522	-0.063	-0.571	-1.166
7	99406978	AZGP1	-0.206	-0.395	0.655	-1.74	-5.15	-3.353	-0.033	-0.081	1.258	0.684	-0.123	1.187	-0.151	0.391	1.085	-2.151	-0.136	-0.455	0.732	-3.531	-0.891	-1.144	1.131	2.099	0.172	1.963	1.488	1.07	0.15	1.635	-2.122	0.942	-1.163	-3.83	0.339	-5.353	1.862	0.106	-0.181	0.615	-0.889	0.581	0.574	-0.046	0.709	0.532	0.673	-0.038	-0.179	-0.629	-0.302	-4.808	0.829	-4.551	0.098	-0.871	-0.168	0.825	-0.313	0.795
7	100157808	EPO	-0.621	-0.491	4.997	-0.139	-0.107	-0.082	0.11	-0.324	4.361	0.066	4.817	-0.884	3.38	-0.151	-0.194	1.408	0.662	1.942	3.745	-0.274	-0.21	-0.369	0.052	0.956	-0.471	2.861	-0.064	-0.076	-0.203	0.332	-0.469	-0.63	-0.56	-0.258	4.691	0.307	-0.211	-0.559	-0.397	-0.782	0.124	3.92	0.284	0.852	0.941	1.751	0.622	-0.711	2.48	-0.025	-0.042	0.786	0.115	1.462	-0.215	0.571	0.04	3.093	0.517	1.95
7	102356686	LRRC17	-2.531	-3.812	1.904	-4.025	-1.339	-1.048	-2.075	-2.882	-1.187	-1.911	-3.394	-3.101	0.407	-1.325	-2.928	-2.014	0.905	0.782	-2.607	-1.578	-3.171	-2.373	-0.493	-1.207	-3.4	-1.647	-1.411	-0.195	-1.021	-0.551	-1.919	-3.234	-3.029	-3.682	-0.765	-2.567	-1.468	-2.457	-2.062	-0.478	-2.676	-1.895	-1.311	-3.186	-2.698	-3.728	-2.203	-0.287	-3.414	-1.603	-0.646	-3.102	-3.561	-0.339	0.566	-3.355	-1.564	-3.061	0.866	-1.073
7	106530952	PRKAR2B	-0.622	0.599	-0.562	-1.422	0.188	1.298	-0.108	1.758	-0.211	1.059	0.989	1.538	0.38	0.53	0.729	0.013	0.479	0.384	0.268	1.9	-1.47	-1.472	0.709	-0.438	-0.076	0.16	0.867	-0.995	-1.893	-2.258	-0.126	-0.879	-3.298	1.155	-1.54	0.375	0.686	1.168	0.942	0.7	-1.627	-0.658	-3.31	2.389	-1.626	-0.709	0.468	0.302	-0.218	2.834	-1.911	0.669	-0.967	0.932	-2.23	1.183	-0.518	-1.177	3.482	1.296
7	107116902	SLC26A4	-1.697	-0.441	-0.777	2.451	0.498	-0.519	0.284	2.929	-0.356	-0.215	-2.093	-0.536	0.038	-0.311	0.136	1.237	3.311	-1.084	-0.68	-0.231	1.224	-0.196	0.672	-1.713	0.243	-0.024	-0.053	0.528	-0.134	1.177	1.689	-0.079	-0.512	1.543	-0.454	0.811	-0.247	-1.138	0.132	0.458	-0.105	-0.837	-0.127	1.245	-1.22	2.712	-0.546	1.29	0.978	-0.924	-1.108	-1.231	0.257	-1.359	-0.486	-0.885	-1.513	-0.185	-0.298	-0.846
7	107212030	SLC26A3	-1.807	-0.971	-1	-0.361	0.563	2.023	1.945	2.393	-1.631	1.478	2.532	1.718	1.175	1.939	-0.735	-0.965	2.173	-1.087	-0.347	-0.701	-1.887	-0.968	3.309	0.845	-0.203	0.162	0.861	1.008	-0.833	2.389	-1.353	1.784	-0.991	-2.091	0.519	-0.559	-0.417	0.834	0.041	1.375	-1.175	-0.527	-0.297	-1.136	-1.333	-1.311	2.589	0.14	-0.92	0.152	-0.384	-0.551	0.127	-0.795	-1.607	-0.189	-0.462	1.158	2.026	-1.792
7	107729692	NRCAM	2.419	-0.967	1.221	-0.721	0.026	-0.42	1.653	2.068	-0.663	-0.873	-0.919	-0.677	3.219	-0.477	-0.673	-0.364	1.044	0.264	0.306	3.886	-0.511	-0.286	0.941	1.695	-0.167	2.458	2.22	0.212	1.31	-0.124	3.933	-0.048	-0.717	-1.845	-0.872	-0.956	1.808	1.645	3.465	2.898	-0.654	0.14	3.048	-0.219	-1.364	0.000558	3.64	2.682	0.897	1.336	2.605	0.986	-1.149	4.183	-0.956	-0.229	-0.239	-1.795	2.68	-0.853
7	115410270	TFEC	-1.596	-0.987	-1.086	-1.224	-1.237	1.595	-0.381	-0.549	-1.954	-0.964	1.211	-0.854	0.728	1.45	-1.789	-0.727	-1.058	-1.603	-0.736	-0.854	0.254	1.369	-2.44	-2.864	-1.507	-2.11	-1.02	2.194	0.254	-0.958	-1.139	-0.83	1.625	2.518	-0.367	-0.183	-1.799	-1.234	-1.164	-1.041	1.028	-2.282	-1.9	1.978	-1.72	-0.097	-1.82	0.057	0.07	-0.852	1.462	0.426	-1.015	-1.084	0.934	-1.412	-1.161	-0.781	-1.034	0.84
7	116727250	WNT2	-0.948	-1.802	0.92	-2.694	0.349	-0.285	-3.065	-4.465	-3.254	-3.165	-0.039	-1.652	0.799	1.417	-1.503	0.43	2.028	0.338	-0.151	-3.139	-1.659	-1.377	-2.615	-2.626	-2.441	-4.344	-3.408	2.008	-0.471	0.348	-3.138	-4.676	-0.876	0.867	1.842	-2.165	-0.731	-3.309	-3.951	-3.648	0.271	-3.817	-1.738	0.646	0.087	-2.057	-3.481	-0.461	1.428	-1.73	2.373	-1.057	-3.083	0.47	2.042	-0.197	-0.499	-4.163	-2.131	2.033
7	117001603	CFTR	-0.924	1.135	1.405	0.076	-0.924	-0.439	-0.898	-1.003	4.752	-0.015	2.408	-0.866	1.648	-0.917	1.364	5.766	5.309	-0.76	0.043	-0.197	3.587	-0.801	0.288	0.122	2.322	-0.664	6.135	1.571	-1.292	-0.694	-0.798	-0.388	-0.365	3.357	-0.726	1.585	-0.659	-0.659	0.402	-0.98	-0.886	-0.467	-0.3	4.125	-0.107	5.073	-0.417	-1.538	2.644	-1.149	0.472	-0.645	-0.616	-0.519	2.168	2.888	1.502	-1.034	-0.215	0.418
7	117219369	CTTNBP2	-1.183	-2.383	0.246	-2.167	-0.906	-0.051	-1.261	-2.143	1.672	2.337	0.887	-0.205	-0.656	-1.202	-2.057	-0.869	1.237	-1.157	0.612	0.736	1.903	-0.619	0.885	-1.46	-1.828	-1.796	5.269	-0.683	-0.836	-0.432	-2.384	-0.791	-1.87	-1.86	-1.103	-0.415	-2.036	1.662	-0.961	0.858	-1.488	-1.18	0.591	-1.762	-1.921	1.321	-1.049	-1.164	1.309	-0.129	-1.39	3.041	-2.211	2.542	-0.726	-2.506	-2.568	-0.204	4.51	-0.834
